Benchmark/0-4         	20000000	        65.6 ns/op	      64 B/op	       2 allocs/op
Benchmark/100-4       	  200000	      6323 ns/op	    7648 B/op	     113 allocs/op
Benchmark/100-4       	  300000	      5815 ns/op	    7648 B/op	     113 allocs/op
Benchmark/100-4       	  200000	      8071 ns/op	    7648 B/op	     113 allocs/op
Benchmark/100-4       	  200000	      8416 ns/op	    7648 B/op	     113 allocs/op
Benchmark/1000-4      	   20000	     60230 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/1000-4      	   30000	     52497 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/1000-4      	   30000	     51896 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/1000-4      	   30000	     49649 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/1000-4      	   30000	     48545 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/1000-4      	   30000	     57760 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/1000-4      	   30000	     54266 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/1000-4      	   30000	     51096 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/1000-4      	   30000	     50958 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/1000-4      	   20000	     72034 ns/op	   65056 B/op	    1019 allocs/op
Benchmark/10000-4     	    3000	    614758 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/10000-4     	    3000	    552915 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/10000-4     	    3000	    547842 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/10000-4     	    3000	    545335 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/10000-4     	    3000	    658398 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/10000-4     	    2000	    725656 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/10000-4     	    2000	    574611 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/10000-4     	    2000	    569951 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/10000-4     	    2000	    561925 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/10000-4     	    3000	    564337 ns/op	  946336 B/op	   10027 allocs/op
Benchmark/100000-4    	     200	   7121630 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/100000-4    	     200	   7138323 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/100000-4    	     200	   7919302 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/100000-4    	     200	   8067206 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/100000-4    	     100	  10185100 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/100000-4    	     200	   7572116 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/100000-4    	     200	   8423554 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/100000-4    	     200	   8318550 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/100000-4    	     200	   7242394 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/100000-4    	     200	   7008014 ns/op	 7891360 B/op	  100033 allocs/op
Benchmark/1000000-4   	      20	  76087115 ns/op	66331552 B/op	 1000039 allocs/op
Benchmark/1000000-4   	      20	  75349212 ns/op	66331552 B/op	 1000039 allocs/op
Benchmark/1000000-4   	      20	  77764314 ns/op	66331552 B/op	 1000039 allocs/op
Benchmark/1000000-4   	      20	  83461939 ns/op	66331552 B/op	 1000039 allocs/op
Benchmark/1000000-4   	      20	  81174494 ns/op	66331552 B/op	 1000039 allocs/op
Benchmark/1000000-4   	      20	  78869420 ns/op	66331552 B/op	 1000039 allocs/op
Benchmark/1000000-4   	      20	  80345085 ns/op	66331552 B/op	 1000039 allocs/op
Benchmark/1000000-4   	      20	  76495183 ns/op	66331552 B/op	 1000039 allocs/op
Benchmark/1000000-4   	      20	  77382202 ns/op	66331552 B/op	 1000039 allocs/op
Benchmark/1000000-4   	      20	  79087398 ns/op	66331552 B/op	 1000039 allocs/op
